STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,Description,Facility Carried,Bridge Location,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,Year Built,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,FED_AGENCY,STATUS,Sufficiency Rating,Map Location
200284005012122,1,2,1,2,6,23,46225,'WINOOSKI RIVER          ','US 00002 ML       ','1.3 MI W JCT. VT.100B    ',4.5,0,0,,,44182200,72414600,2,3,1,1,7,2010,2,0,4200,2007,A,9.1,0,60,0,1,1,1,1,5,0,0,0,A,1,5,3,2,3,2,2,0,8.800000000000001,43.6,86.3,0.2,0.2,8.800000000000001,10.1,99.99,N,0,N,0,0,8,8,8,8,N,3,50.4,3,38.700000000000003,8,4,N,5,0,7,35,1,86.3,611,24,N  ,N  ,N  ,,,,1868,35,1903,2011,1,N,2,,0,0,0,1,6,2,1,2,0,,Y,8,5500,2028,N,0,76.5,"(44182200, 72414600)"
200284005212102,1,2,1,2,6,23,44500,'GREAT BROOK             ','US 00002 ML       ','0.4MI E JCT VT 100 B     ',99.99,0,0,,,44172900,72401600,0,3,1,1,7,1979,2,0,2500,1998,5,10.4,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,10.4,9.1,10.4,0.1,0.1,10.4,10.8,99.99,N,0,N,0,0,8,8,8,8,N,2,78.3,2,32.4,8,5,N,5,8,8,,,,611,24,N  ,N  ,N  ,,,,,,,,1,N,2,,0,0,0,1,6,2,0,6,0,,Y,8,3500,2018,N,0,97,"(44172900, 72401600)"
200284005512102,1,2,1,2,6,23,44500,'I 89 & NECR UNDER U.S.2 ','US 00002 ML       ','2.0 MI E JCT VT.100 B    ',99.99,0,0,,,44163300,72385500,0,3,1,1,7,1960,2,4,2500,1998,5,10.1,0,60,0,1,1,1,1,5,N,0,0,D,1,4,3,2,0,0,9,0,9.6,25,201.2,0.2,0.2,9.6,10.7,99.99,H,4.88,H,4.3,1.8,5,5,4,N,N,1,0,1,0,2,4,5,5,N,6,31,1,221.3,610,24,N  ,N  ,Y12,,,611,6225,150,6375,2011,1,N,2,T,0,0,0,1,6,2,0,6,0,,Y,N,3500,2018,N,1,33.799999999999997,"(44163300, 72385500)"
200021003104142,2,1,1,89,,7,66175,'I 89 UNDER VT 116       ','VT 00116 ML       ','2.2 MI N EXIT 12         ',5.33,138.648,,,,44265300,73092800,0,3,,,11,1963,2,4,32200,1998,,,,,,,,,,,,,,,1,1,3,2,,,,,11.6,19.8,71.900000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,N,1,,1,,,,,,,8,1,,,,,, ,,,"(44265300, 73092800)"
200285015704052,1,2,1,7,5,7,14875,'MALLETTS CREEK          ','US 00007 ML       ','1.0 MI N JCT. VT.2A      ',99.99,226.59899999999999,1,70000007,0,44335600,73092600,11,3,1,1,14,1924,2,0,9400,1998,2,9.4,0,0,0,0,1,1,1,5,0,0,0,A,1,5,1,4,0,0,1,0,9.699999999999999,9.1,10.4,0,0,9.699999999999999,10.5,99.99,N,0,N,0,0,6,6,7,6,N,1,45.9,1,27,6,3,N,5,5,8,,,,811,24,N  ,N  ,N  ,,,,,,,,1,N,2,,0,0,1969,1,6,0,0,6,0,,Y,8,13160,2018,N,2,83.5,"(44335600, 73092600)"
200285016204102,1,2,1,7,5,7,45175,'LAMOILLE RIVER          ','US 00007 ML       ','5.7 MI N JCT. U.S.2 W    ',99.99,0,1,70000007,0,44382700,73065000,0,3,1,1,16,1998,2,0,6800,2008,9,10.4,0,0,0,1,1,1,1,5,0,0,0,A,5,5,4,2,0,0,2,0,10.3,93.9,95.1,1.7,0.1,10.3,13,99.99,N,0,N,0,0,7,8,8,8,N,1,75.599999999999994,1,45,8,4,N,5,8,8,,,,811,24,N  ,N  ,N  ,,,,,,,,1,N,2,,0,0,0,1,6,2,1,4,0,,Y,8,9520,2029,N,0,96,"(44382700, 73065000)"
200285016906132,1,2,1,7,8,11,61750,'US 7 OVER NECRR         ','US 00007 ML       ','2.2 MI S JCT. VT.36 E    ',99.99,0,0,,,44465700,73061500,2,3,1,1,7,1936,2,0,4200,1998,5,11.3,0,68,0,1,1,1,1,5,N,0,0,A,1,2,3,2,0,0,3,0,8.9,24.1,77.7,0.3,0.3,8.9,10.8,99.99,R,5.89,R,4.3,0,7,7,6,N,N,1,84.6,1,50.4,6,4,3,5,N,8,35,1,77.7,1011,24,N  ,N  ,N  ,,,,1800,35,1835,2011,1,N,2,,0,0,1967,1,6,0,0,6,0,,Y,N,5880,2018,N,2,76.5,"(44465700, 73061500)"
200285017806152,1,2,1,7,8,11,71725,'MISSISQUOI RIVER        ','US 00007 ML       ','1.0 MI S JCT. VT.78 E    ',99.99,0,0,,,44543700,73062400,0,3,1,1,7,1984,2,0,4500,1998,6,11.6,0,0,0,1,1,1,1,5,0,0,0,A,1,5,4,2,0,0,2,0,11.8,46.9,94.8,0,0,11.8,13,99.99,N,0,N,0,0,8,8,7,8,N,2,88.2,2,48.6,7,5,N,5,8,8,,,,1011,24,N  ,Y60,N  ,,1209,,,,,,1,N,2,,0,0,0,1,6,2,1,6,0,,Y,8,6300,2018,N,0,97,"(44543700, 73062400)"
200285018206092,1,2,1,7,8,11,33025,'ROCK RIVER              ','US 00007 ML       ','5.3 MI N JCT. VT.78 W    ',99.99,0,0,,,44592000,73051800,0,3,1,1,7,1984,2,0,630,1998,6,11.6,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,10,27.4,28,0.2,0.2,10,11.3,99.99,N,0,N,0,0,8,8,7,8,N,1,89.1,1,64.8,7,6,N,5,6,8,,,,1011,24,N  ,N  ,N  ,,,,,,,,1,N,2,,0,0,0,1,6,2,1,6,0,,Y,8,882,2018,N,0,93,"(44592000, 73051800)"
200285018306092,1,2,1,7,8,11,33025,'I 89 UNDER US 7         ','US 00007 ML       ','1.5 MI S CANADIAN BORDER ',99.99,0,0,,,44593700,73050800,0,3,1,1,7,1965,2,4,630,1998,9,9.800000000000001,0,41,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,5,0,9.1,23.5,91.1,0.3,0.3,9.1,10.7,99.99,H,5.28,H,3,1.4,8,8,6,N,N,1,70.2,1,41.4,6,6,4,5,N,7,,,,510,24,N  ,N  ,N  ,,,,,,,,1,N,2,,0,0,0,1,6,2,0,6,0,,Y,N,882,2018,N,0,91,"(44593700, 73050800)"
200285018406092,1,2,1,7,8,11,33025,'I 89 UNDER US 7         ','US 00007 ML       ','0.4 MI S CANADIAN BORDER ',99.99,0,0,,,45003400,73050900,0,3,1,1,7,1965,2,6,430,2008,5,9.800000000000001,0,0,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,4,0,9.1,23.2,77.400000000000006,0.3,0.3,9.1,10.7,99.99,H,4.93,H,3,8.1,4,6,8,N,N,2,63.9,2,36.9,6,6,4,5,N,8,,,,510,24,N  ,N  ,N  ,,,,,,,,1,N,2,,0,0,0,1,6,2,0,6,0,,Y,N,645,2028,N,1,88,"(45003400, 73050900)"
200285163A06082,1,2,1,7,8,11,27700,'I 89 UNDER US 7         ','US 00007 ML       ','0.3 MI N JCT VT 104A     ',99.99,245.08600000000001,0,,,44415700,73062300,0,3,1,1,7,1968,2,6,8600,1998,5,13.7,0,37,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,4,0,11.6,27.4,93,0.5,0.5,11.6,13.3,99.99,H,5.11,H,2.6,7.1,7,8,7,N,N,2,63.9,2,34.200000000000003,7,5,3,5,N,8,,,,510,24,N  ,N  ,N  ,,,,,,,,1,N,2,,0,0,0,1,6,2,0,6,0,,Y,N,12040,2018,N,2,88,"(44415700, 73062300)"
200287000103022,1,3,2,0005A,7,5,79150,'SUTTON RIVER            ','VT 0005A ALT      ','0.1 MI N JCT US 5        ',99.99,0,0,,,44383100,71584600,13,3,1,1,7,1986,2,0,1000,1998,9,10.4,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,10.4,17.399999999999999,18,0.2,0.2,10.4,10.8,99.99,N,0,N,0,0,7,8,7,6,N,2,64.8,2,40.5,7,6,N,5,8,8,,,,811,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,6,0,,Y,8,1400,2018,N,0,99.4,"(44383100, 71584600)"
200287000303022,1,3,2,0005A,7,5,79150,'BROOK                   ','VT 0005A ALT      ','0.4 MI N JCT. U.S.5      ',99.99,0,0,,,44384800,71585600,13,3,1,1,7,1956,2,0,900,1998,2,8.5,0,60,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,0,1,0,8.699999999999999,6.1,6.1,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,7,5,54,5,32.4,7,N,N,5,7,8,,,,811,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,N,N,N,N,6,0,,Y,8,1260,2018,N,0,99.5,"(44384800, 71585600)"
200022001614042,2,3,1,107,,27,5725,'N.E.C.R.R. OVER VT.107  ','RAILROAD          ','0.1 MI W JCT. VT.12 N    ',4.27,16.187000000000001,,,,43494100,72375200,0,3,,,6,1940,0,2,5900,1998,,,,,,,,,,,,,,,2,1,3,2,,,,,7.8,9.800000000000001,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,N,2,,0,,,,,,,10,0,,,,,, ,,,"(43494100, 72375200)"
200290000107032,1,3,1,129,8,13,35875,'ISLE LAMOTTE PASSAGE    ','VT 00129 ML       ','3.0 MI W JCT. U.S.2      ',99.99,0,0,,,44541200,73185800,159,3,1,1,7,1955,2,0,1300,1998,4,8.800000000000001,0,0,0,0,0,1,1,5,1,3,9.1,A,1,5,3,2,0,0,1,0,7.5,26.5,27.1,0.5,0.5,7.5,8.800000000000001,99.99,N,0,N,0,0,6,7,7,8,N,1,45.9,1,27,6,4,N,5,8,8,35,1,27.1,1011,24,N  ,N  ,N  ,,,,516,35,551,2011,0,N,2,,0,0,0,1,6,0,0,6,0,2,Y,8,1820,2018,N,0,60,"(44541200, 73185800)"
200297000306092,1,3,1,207,8,11,33025,'HUNGERFORD  BROOK       ','VT 00207 ML       ','1.5 MI S JCT. VT.78      ',99.99,0,0,,,44550600,73032000,6,3,1,1,7,1986,2,0,2000,1998,4,8.5,0,7,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,0,1,0,8.5,6.7,6.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,7,5,54,5,32.4,7,N,N,5,8,8,,,,1111,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,N,N,N,N,6,0,,Y,8,2800,2018,N,0,99.4,"(44550600, 73032000)"
200297000606092,1,3,1,207,8,11,33025,'MISSISQUOI RIVER        ','VT 00207 ML       ','0.5 MI S JCT. VT.78      ',99.99,0,0,,,44560500,73025800,6,3,1,1,7,1976,2,0,2700,1998,5,11.6,0,0,0,1,1,1,0,5,0,0,0,A,1,5,4,7,0,0,3,0,10,45.7,100.6,0,0,10,11.1,99.99,N,0,N,0,0,7,7,7,8,N,2,74.7,2,41.4,7,4,N,5,9,8,,,,1111,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,6,0,,Y,8,3780,2018,N,0,92.2,"(44560500, 73025800)"
200298000606052,1,3,1,36,8,11,25225,'FAIRFIELD RIVER         ','VT 00036 ML       ','7.7 MI W JCT. VT.108     ',99.99,0,0,,,44480800,72562400,19,3,1,1,7,1955,2,0,1700,1998,2,10.1,0,30,0,1,1,1,1,5,0,0,0,A,5,5,3,2,0,0,1,0,8.5,25.6,27.1,0.1,0.6,8.5,10.6,99.99,N,0,N,0,0,6,7,6,8,N,2,48.6,2,26.1,6,5,N,5,7,8,35,1,27.1,1111,24,N  ,N  ,N  ,,,,619,35,654,2011,0,N,2,,0,0,0,1,6,0,0,6,0,,Y,8,2380,2018,N,0,79.400000000000006,"(44480800, 72562400)"
200298000906052,1,3,1,36,8,11,25225,'BLACK CREEK             ','VT 00036 ML       ','4.9 MI W JCT. VT.108     ',99.99,0,0,,,44474800,72530800,19,3,1,1,7,1983,2,0,1700,1998,6,10.4,0,48,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,9.9,33.5,35.1,0.1,0.1,9.9,10.6,99.99,N,0,N,0,0,8,8,8,8,N,2,89.1,2,50.4,8,5,N,5,7,8,,,,1111,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,1,6,0,,Y,8,2380,2018,N,0,97.5,"(44474800, 72530800)"
200298001206012,1,3,1,36,8,11,2500,'BROOK                   ','VT 00036 ML       ','2.1 MI W JCT. VT.108     ',99.99,0,0,,,44470700,72502800,19,3,1,1,7,1956,2,0,1200,1998,2,7.9,0,27,0,1,1,1,1,5,0,0,0,A,1,5,3,19,0,0,2,0,8.4,3,6.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,6,5,54,5,32.4,6,N,N,5,5,8,,,,1111,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,N,N,N,N,6,0,,Y,8,1680,2018,N,0,97.9,"(44470700, 72502800)"
200298001306012,1,3,1,36,8,11,2500,'BROOK                   ','VT 00036 ML       ','1.9 MI W JCT. VT.108     ',99.99,0,0,,,44470500,72501400,19,3,1,1,7,1956,2,0,1200,1998,2,7.9,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,19,0,0,2,0,6.9,3,6.7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,6,5,54,5,32.4,6,N,N,5,5,8,,,,1111,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,N,N,N,N,6,0,,Y,8,1680,2018,N,0,97.9,"(44470500, 72501400)"
200298001C06132,1,3,1,36,8,11,61750,'I 89 UNDER VT 36        ','VT 00036 ML       ','1.0 MI E JCT US 7        ',99.99,0,0,,,44481300,73035400,6,3,1,1,7,1967,2,4,3500,1998,5,12.2,0,17,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,2,0,9.1,35.1,71.900000000000006,0.5,0.5,9.1,10.8,99.99,H,5.11,H,7.4,5.5,6,7,7,N,N,2,63,2,32.4,7,4,7,5,N,8,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,0,0,6,0,,Y,N,4900,2018,N,0,81.8,"(44481300, 73035400)"
2003010D7903011,1,4,0,0TH12,7,5,2875,'TH NO 12 OVER I 91      ','TR 0TH12          ','3.7 MI N EXIT 18         ',99.99,0,0,,,44202700,72015500,0,3,1,1,9,1978,2,4,100,1995,4,8.5,0,0,0,0,0,1,1,5,N,0,0,A,1,1,4,2,0,0,2,0,6.9,36.6,74.400000000000006,0.2,0.2,6.9,8.1,99.99,H,4.98,H,2.7,7,6,8,7,N,N,2,66.599999999999994,2,36.9,7,5,3,5,N,8,,,,510,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,0,0,0,2,0,,Y,N,140,2015,N,2,89,"(44202700, 72015500)"
200302000606112,1,4,1,3,8,11,59125,'BROOK                   ','TR 03  FAS 302    ','1.2 MI W JCT. VT.105     ',99.99,0,0,,,44594400,72410500,19,3,3,3,7,1900,2,0,840,1995,1,5.8,0,0,0,0,0,0,0,5,0,0,0,A,1,5,1,4,0,0,1,0,6.3,7.3,7.9,0,0,6.3,7.1,99.99,N,0,N,0,0,7,5,4,5,N,1,44.1,1,26.1,4,3,N,5,5,8,31,1,14.3,510,24,N  ,N  ,N  ,,,,268,150,418,2011,0,N,2,,0,0,0,1,6,0,0,6,0,,Y,3,1176,2015,N,1,45.9,"(44594400, 72410500)"
200023000206082,2,3,2,0104A,,11,27700,'NECRR OVER VT 104A      ','RAILROAD          ','1.7 MI E JCT. U.S.7      ',99.99,27.852,,,,44404900,73050000,0,3,,,6,1974,0,2,3800,1998,,,,,,,,,,,,,,,2,1,3,2,,,,,10.1,30.5,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,N,0,,0,,,,,,,0,0,,,,,, ,,,"(44404900, 73050000)"
200302000706022,1,4,1,3,8,11,5425,'PIKE RIVER              ','TR 03  FAS 302    ','1.7 MI S JCT. VT.120     ',99.99,0,0,,,44590000,72474300,19,3,3,3,7,1947,2,0,670,1995,2,7.9,0,0,0,1,0,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,7.6,20.399999999999999,21,0.2,0.2,7.6,8.4,99.99,N,0,N,0,0,8,8,7,7,N,2,48.6,2,20.7,5,4,N,5,7,7,35,1,21,510,24,N  ,N  ,N  ,,,,381,35,416,2011,0,N,2,,0,0,0,1,6,2,1,6,0,,Y,7,938,2015,N,0,75.7,"(44590000, 72474300)"
200302000706072,1,3,1,120,8,11,27100,'LAKE CARMI OUTLET BROOK ','VT 00120 ML       ','1.4 MI W JCT. VT.108     ',99.99,0,0,,,44592400,72505200,0,3,1,1,7,1941,2,0,2200,1998,9,7.3,0,30,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,10.4,20.399999999999999,21,0.1,0.1,10.4,10.8,99.99,N,0,N,0,0,8,7,6,8,N,2,58.5,2,33.299999999999997,6,5,N,5,6,8,,,,1011,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,1979,1,6,0,0,6,0,,Y,8,1106,2018,N,0,96,"(44592400, 72505200)"
200302000806022,1,3,1,120,8,11,5425,'PIKE RIVER              ','VT 00120 ML       ','0.2 MI W JCT VT 108      ',99.99,0,0,,,44594800,72493500,24,3,1,1,7,1956,2,0,1200,1998,2,9.1,0,24,0,0,0,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,9.1,23.2,24.1,0.5,0.5,9.1,10.9,99.99,N,0,N,0,0,7,7,7,8,N,2,45.9,2,25.2,6,5,N,5,7,7,,,,1011,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,0,0,6,0,,Y,8,1680,2018,N,0,86.4,"(44594800, 72493500)"
200302001006112,1,4,1,3,8,11,59050,'NORTH BR MISSISQUOI RIV ','TR 03  FAS 302    ','0.7 MI W JCT. VT.105     ',99.99,0,0,,,45000200,72404500,19,3,3,3,7,2000,2,0,1030,1998,9,6.1,0,30,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,9.9,27.1,28,0.2,0.2,9.9,11.2,99.99,N,0,N,0,0,8,8,8,7,N,1,88.2,1,52.2,8,5,N,5,5,8,,,,510,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,1,6,0,,Y,8,1442,2018,N,0,97.1,"(45000200, 72404500)"
200302004106112,1,4,1,2,8,11,59050,'MISSISQUOI RIVER        ','TR 02 FAS 302     ','0.3 MI W JCT. VT.105     ',6.4,0,0,,,44594900,72401900,19,3,3,3,7,1934,2,0,5570,1995,0,13.4,0,0,0,0,0,0,0,1,0,0,0,A,5,5,3,10,0,0,1,0,8.1,38.1,39,1.8,1.8,8.1,8.6,4.7,N,0,N,0,0,8,6,6,8,N,2,45,2,27,6,2,N,5,8,8,35,1,39,510,24,Y24,N  ,N  ,510,,,719,35,754,2011,0,N,2,,0,0,2008,1,6,0,0,6,0,,Y,8,7352,2028,N,0,62.1,"(44594900, 72401900)"
200305005706022,1,4,1,2,8,11,5425,'PIKE RIVER              ','VT 00108 ML       ','0.8 MI S JCT. VT.120     ',99.99,0,0,,,44592000,72484900,5,3,1,1,7,1954,2,0,540,1998,9,7,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,8.199999999999999,23.5,24.1,0,0,8.199999999999999,8.699999999999999,99.99,N,0,N,0,0,8,7,7,8,N,1,85.5,1,51.3,7,5,N,5,8,8,,,,1011,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,2009,1,0,0,1,6,0,,Y,8,756,2018,N,0,95.9,"(44592000, 72484900)"
200308000406102,1,4,1,2,8,11,45850,'WADE BROOK              ','TR 02  FAS 308    ','3.8 MI E JCT. VT.118     ',99.99,0,0,,,44505200,72325400,39,3,3,3,7,1927,2,0,180,1995,1,6.1,0,30,0,0,0,0,0,5,0,0,0,A,1,5,1,1,0,0,1,0,7,6.1,7,0.1,0.1,7,7.9,99.99,N,0,N,0,0,7,7,5,6,N,5,45.9,5,27.9,5,4,N,5,5,3,35,1,7,510,24,N  ,N  ,N  ,,,,120,35,155,2011,0,N,2,,0,0,0,1,0,0,0,6,0,,Y,3,252,2015,N,2,67.900000000000006,"(44505200, 72325400)"
200308000710132,1,4,1,1,9,19,40525,'NOTCH BROOK             ','TR 01  FAS 308    ','2.1 MI W JCT. VT.100     ',99.99,0,0,,,44490700,72283300,39,3,3,3,7,1928,2,0,180,2008,1,6.1,0,30,0,0,0,0,0,5,0,0,0,A,1,5,1,4,0,0,1,0,6.4,8.800000000000001,9.4,0,0,6.3,7.1,99.99,N,0,N,0,0,7,6,6,6,N,2,55.8,2,33.299999999999997,6,4,N,5,5,8,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,8,0,0,6,0,,Y,8,270,2028,N,0,81.599999999999994,"(44490700, 72283300)"
200308000810132,1,4,1,1,9,19,40525,'EAST BROOK              ','TR 01  FAS 308    ','0.3 MI W JCT. VT.100     ',99.99,0,0,,,44480300,72271000,39,3,3,3,7,1929,2,0,590,1995,1,7.3,0,0,0,0,0,0,0,5,0,0,0,A,5,5,1,4,0,0,1,0,7.6,15.8,16.5,1.5,0.2,7.6,8.4,99.99,N,0,N,0,0,5,6,6,7,N,2,43.2,2,18,5,4,N,5,7,8,35,1,16.5,610,24,N  ,N  ,N  ,,,,298,35,333,2011,0,N,2,,0,0,0,1,6,0,0,6,0,,Y,8,826,2015,N,0,66.099999999999994,"(44480300, 72271000)"
200308001010132,1,4,1,1,9,19,40525,'BURGESS BROOK           ','TR 01 FAS 308     ','0.9 MI W JCT. VT.100     ',99.99,0,0,,,44482100,72273700,39,3,3,3,7,1923,2,0,620,1995,1,5.8,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,4,0,0,1,0,5.3,11,11.6,0,0,5.3,6.2,99.99,N,0,N,0,0,7,8,6,6,N,1,74.7,1,45,6,2,N,5,7,8,35,1,11.6,610,24,N  ,N  ,N  ,,,,154,35,189,2011,0,N,2,,0,0,0,1,6,0,0,6,0,,Y,2,868,2015,N,2,79.5,"(44482100, 72273700)"
200310001010022,1,3,1,58,9,19,53575,'BARTON RIVER            ','VT 00058 ML       ','0.3 MI E JCT. U.S.5      ',99.99,0,0,,,44484000,72121000,31,3,3,3,7,1933,2,0,3700,1998,2,10.1,0,10,1,0,0,0,0,5,0,0,0,A,5,5,1,4,0,0,1,0,10.1,13.4,14,2.4,1.5,10.1,14.8,99.99,N,0,N,0,0,4,6,6,8,N,5,54,5,32.4,6,4,N,5,7,7,,,,511,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,1948,1,6,2,0,6,0,,Y,8,5180,2018,N,1,86.3,"(44484000, 72121000)"
200024000113202,2,3,1,123,,25,81400,'N.E.C.R.R. OVER VT 123  ','RAILROAD          ','0.1 MI E JCT. U.S.5      ',3.96,0.08,,,,43050700,72262000,0,3,,,6,1900,0,2,4500,1998,,,,,,,,,,,,,,,2,1,1,1,,,,,5.9,6.1,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,N,2,,0,,,,,,,9,0,,,,,, ,,,"(43050700, 72262000)"
200310001310032,1,3,1,58,9,19,9850,'WILLOUGHBY RIVER        ','VT 00058 ML       ','2.5 MI W JCT. VT.5A      ',99.99,0,0,,,44480900,72074600,31,3,1,1,7,1929,2,0,1200,1998,5,10.4,0,0,0,1,0,0,0,5,0,0,0,A,1,5,1,1,0,0,3,0,10.4,7.9,25.6,0.2,0.2,10.4,11.2,99.99,N,0,N,0,0,8,8,6,6,N,1,62.1,1,36.9,6,6,N,5,7,7,,,,511,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,1972,1,6,2,0,6,0,,Y,8,1680,2018,N,0,96.3,"(44480900, 72074600)"
2003100D6803101,1,4,0,0TH61,7,5,61525,'TH NO 61 OVER I 91      ','TR 0TH61          ','1.2 MI N EXIT 17         ',99.99,0,0,,,44102900,72045300,0,3,1,1,9,1973,2,4,200,2008,5,7.6,0,11,0,1,0,1,1,5,N,0,0,A,1,1,4,2,0,0,2,0,6.9,50.3,102.1,0.2,0.2,6.9,8.1,99.99,H,8.710000000000001,H,6.7,5.8,8,7,7,N,N,2,79.2,2,33.299999999999997,7,4,7,5,N,8,,,,510,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,2,0,,Y,N,300,2028,N,0,85.5,"(44102900, 72045300)"
