ID,Reporting Agency,Report Number,Date,Street Address,Town,Number,Number1,Number2,Number3,Intersection,Distance From Intersection,Distance Unit,Posted Speed,Direction of Collision,Direction from Intersection,Easting,Northing,Mile Marker,Mile Marker 1,Mile Marker 2,AOT Roadway,AOT Route,AOT Actual Mile,LRS Number,How Mapped,Crash Type,Location 1
9015,VT0110200,12RL02086,03/13/2012,Rutland High School Student Parking Lot,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Stratton Road,NO DATA,NO DATA,99,7 - Other - Explain in Narrative,NO DATA,463190,129312,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(43.66312310, -72.95638517)"
9016,VT0110200,12RL12602,12/14/2012,Rutland High School Parking Lot,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Gleason Road Side Lot,NO DATA,NO DATA,99,7 - Other - Explain in Narrative,NO DATA,463190,129312,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(43.66312310, -72.95638517)"
9017,VT0110200,12RL09870,09/25/2012,215 Stratton Road,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Parking Lot Rutland Primary Care,NO DATA,NO DATA,99,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,463199,122581,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(43.60254101, -72.95581547)"
9018,VT0110200,12RL12958,12/24/2012,26 Freeman Avenue,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,26 Freeman Avenue,NO DATA,NO DATA,30,7 - Other - Explain in Narrative,NO DATA,463203,122362,NO DATA,NO DATA,NO DATA,Street or Town Highways in FA Urban Area,Unknown,999.99,NO DATA,XY,Property Damage Only,"(43.60057008, -72.95575104)"
9019,VT0110200,12RL09640,09/20/2012,160 Allen Street,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,RRMC ER Parking Lot,NO DATA,NO DATA,99,7 - Other - Explain in Narrative,NO DATA,463208,122221,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(43.59930124, -72.95567954)"
9025,VTVSP0800,12B203236,09/20/2012,TH-7 Ten Mile Square Road,Brighton,NO DATA,NO DATA,NO DATA,NO DATA,646 Five Mile Square,2,Miles,35,7 - Other - Explain in Narrative,East,463487,258664,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0007,999.99,NO DATA,XY,Property Damage Only,"(44.82724838, -72.96172018)"
9026,VTVSP0100,12A102676,07/18/2012,TH-30 (649 Moody Rd),Huntington,30,NO DATA,NO DATA,NO DATA,Main Rd,1,Miles,35,6 - Single Vehicle Crash,South,463615,195152,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0030,999.99,NO DATA,XY,Injury,"(44.25570490, -72.95562196)"
9027,VTVSP0700,12A203017,07/10/2012,TH-21 Bergeron Rd,Sheldon,NO DATA,NO DATA,NO DATA,NO DATA,Rt. 105 / Bergeron Rd,100,NO DATA,50,NO DATA,North,463697,266921,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0021,999.99,NO DATA,XY,Injury,"(44.90156031, -72.95965565)"
9028,VT0110200,12RL10164,10/04/2012,188 Woodstock Avenue,Rutland City,NO DATA,NO DATA,NO DATA,NO DATA,Parking Lot,NO DATA,NO DATA,99,7 - Other - Explain in Narrative,West,463983,124271,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(43.61779028, -72.94621764)"
9029,VTVSP0300,12C103599,07/13/2012,Min. C 0600,Chittenden,1,NO DATA,NO DATA,NO DATA,Chittenden Rd,200,Feet,35,6 - Single Vehicle Crash,East,464014,134230,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Injury,"(43.70742767, -72.94649742)"
9030,VTVSP1100,12D302374,06/11/2012,VT 125,Hancock,NO DATA,125,NO DATA,NO DATA,Ripton Line,1,Miles,50,6 - Single Vehicle Crash,East,464152,158936,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-125,999.99,NO DATA,XY,Injury,"(43.92979442, -72.94643898)"
9031,VT0040800,12RM01027,11/04/2012,Lily Pond Cirlce,Richmond,NO DATA,NO DATA,NO DATA,NO DATA,Us Rt 2 East Main,10,Feet,50,6 - Single Vehicle Crash,North,464265,210543,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Injury,"(44.39424748, -72.94853699)"
9038,VTVSP0300,12C100993,02/24/2012,TH-1,Mendon,7,NO DATA,NO DATA,NO DATA,Fernwood Dr,50,Feet,35,6 - Single Vehicle Crash,East,464722,128724,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0001,999.99,NO DATA,XY,Injury,"(43.65790506, -72.93735300)"
9039,VTVSP0300,12C100248,01/13/2012,MINC0582 (Cold River Rd),Shrewsbury,1,NO DATA,NO DATA,NO DATA,Nelson Rd,100,Feet,35,6 - Single Vehicle Crash,West,465251,118189,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Property Damage Only,"(43.56310872, -72.93011875)"
9040,VTVSP0300,12C106583,12/02/2012,Min. C 0600 Dam Road,Chittenden,1,NO DATA,NO DATA,NO DATA,Driveway Of 208 Dam Road,15,Feet,35,6 - Single Vehicle Crash,South,465834,135733,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Property Damage Only,"(43.72104131, -72.92401177)"
9041,VTVSP0700,12A202202,05/25/2012,TH-2 East Sheldon Road,Sheldon,2,NO DATA,NO DATA,NO DATA,Magnan Farm,1,Miles,40,6 - Single Vehicle Crash,East,465859,265502,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0002,999.99,NO DATA,XY,Property Damage Only,"(44.88889825, -72.93218640)"
9042,VTVSP0700,12A202200,05/25/2012,TH-2 (344 East Sheldon Road),Sheldon,2,NO DATA,NO DATA,NO DATA,Residence #344,150,Feet,99,3 - Same Direction Sideswipe,West,466231,265936,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0002,999.99,NO DATA,XY,Property Damage Only,"(44.89282136, -72.92750638)"
9043,VTVSP0300,12C106641,12/04/2012,Min. C 0582 4635,Shrewsbury,1,NO DATA,NO DATA,NO DATA,Wallace Rd,400,Feet,99,6 - Single Vehicle Crash,South,466386,116989,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Injury,"(43.55235988, -72.91599596)"
9044,VTVSP0200,12B104340,12/30/2012,TH-86 Mount Piscah Rd,St. Johnsbury,86,NO DATA,NO DATA,NO DATA,Second St,30,Feet,35,6 - Single Vehicle Crash,South,467276,218233,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0086,999.99,NO DATA,XY,Property Damage Only,"(44.46359441, -72.91122972)"
9051,VTVSP0700,12A205805,12/07/2012,TH-3 Kane Rd.,Sheldon,NO DATA,NO DATA,NO DATA,NO DATA,Rt. 105,300,Feet,99,6 - Single Vehicle Crash,South,468099,267620,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0003,999.99,NO DATA,XY,Property Damage Only,"(44.90806104, -72.90396478)"
9052,VT0130500,12DV00174,02/05/2012,TH-85 (Carinthia Road),Dover,85,NO DATA,NO DATA,NO DATA,Handle Road,NO DATA,NO DATA,99,1 - Rear End,NO DATA,468300,51026,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0085,999.99,NO DATA,XY,Property Damage Only,"(42.95869753, -72.88851635)"
9053,VT0130500,12DV00941,12/02/2012,FAS-115 (136 Handle Road),Dover,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,35,"14 - Left Turn and Thru, Broadside v<--",NO DATA,468319,49472,NO DATA,NO DATA,NO DATA,Federal Aid Secondary System (Class 2 TH),FAS 0115,999.99,NO DATA,XY,Property Damage Only,"(42.94470971, -72.88819556)"
9054,VTVSP1000,12D200446,02/10/2012,TH-13 Canedy Road,Stratton,13,NO DATA,NO DATA,NO DATA,"Old Boyd Road, TH#13",2,Miles,99,6 - Single Vehicle Crash,North,468600,60968,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0013,999.99,NO DATA,XY,Property Damage Only,"(43.04820388, -72.88539864)"
9055,VT0130300,12WM00677,06/02/2012,Min. C 0522 Ray Hill Rd,Wilmington,NO DATA,NO DATA,NO DATA,NO DATA,Aldrich RD,NO DATA,NO DATA,35,6 - Single Vehicle Crash,West,468685,43426,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Property Damage Only,"(42.89030031, -72.88337344)"
9056,VTVSP1000,12D203582,12/26/2012,Min. C 0534 Mountain Rd,Stratton,3,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,35,6 - Single Vehicle Crash,NO DATA,468813,62160,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Property Damage Only,"(43.05894248, -72.88285112)"
9057,VTVSP0300,12C100375,01/21/2012,TH-14,Mendon,14,NO DATA,NO DATA,NO DATA,US 4,0,Miles,35,6 - Single Vehicle Crash,North,468842,128490,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0014,999.99,NO DATA,XY,Property Damage Only,"(43.65598293, -72.88626386)"
9064,VT0130500,12DV01016,12/27/2012,Sunne Village Lane,Dover,NO DATA,NO DATA,NO DATA,NO DATA,Rear Entrance To West Dover Joe's Restaurant,NO DATA,NO DATA,99,7 - Other - Explain in Narrative,NO DATA,469345,50060,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(42.95004465, -72.87565621)"
9065,VTVSP1000,12D203438,12/13/2012,Min. C 0502 Kentfield Rd,Whitingham,3,NO DATA,NO DATA,NO DATA,Sadawga Lake Rd TH#6,NO DATA,NO DATA,35,"10 - Left Turn and Thru, Angle Broadside -->v--",NO DATA,469537,30619,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Property Damage Only,"(42.77504762, -72.87225054)"
9066,VTVSP1000,12D203540,12/23/2012,TH-7 County Rd,Stratton,5,NO DATA,NO DATA,NO DATA,Mountain Rd,0,Miles,35,6 - Single Vehicle Crash,East,469547,66198,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0007,999.99,NO DATA,XY,Property Damage Only,"(43.09532031, -72.87406179)"
9067,VT0130500,12DV00006,01/01/2012,TH-88 Joans Ridge,Dover,NO DATA,NO DATA,NO DATA,NO DATA,Blue Brook Road,1,Feet,35,6 - Single Vehicle Crash,West,469549,50732,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",NO DATA,999.99,NO DATA,XY,Property Damage Only,"(42.95610197, -72.87319293)"
9068,VT0130300,12WM01465,12/08/2012,TH-34 Boyd Hill Rd,Wilmington,NO DATA,NO DATA,NO DATA,NO DATA,Castle Hill Rd,1,Miles,30,6 - Single Vehicle Crash,South,469649,39438,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0034,999.99,NO DATA,XY,Property Damage Only,"(42.85443995, -72.87135667)"
9069,VT0130300,12WM00342,03/10/2012,Old Mill Lane,Wilmington,NO DATA,NO DATA,NO DATA,NO DATA,Boyd Hill Road,2,Miles,25,6 - Single Vehicle Crash,South,469668,37574,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",Unknown,999.99,NO DATA,XY,Property Damage Only,"(42.83766122, -72.87102377)"
9076,VT0130300,12WM00702,06/08/2012,97 E Main ST,Wilmington,NO DATA,NO DATA,NO DATA,NO DATA,Shaws Parking Lot,NO DATA,NO DATA,99,5 - Rear-to-rear,South,470305,40603,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(42.86495286, -72.86339192)"
9077,VT0130300,12WM00885,07/22/2012,159 Vermont Route 100,Wilmington,NO DATA,100,NO DATA,NO DATA,Cup & Saucer Parking Lot,NO DATA,NO DATA,40,"14 - Left Turn and Thru, Broadside v<--",NO DATA,470425,41861,1000,1322,340,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(42.87628182, -72.86198963)"
9078,VT0130300,12WM00139,01/24/2012,107 E Main Street,Wilmington,NO DATA,9,NO DATA,NO DATA,Rite Aid Parking Lot,NO DATA,NO DATA,99,6 - Single Vehicle Crash,East,470439,40603,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(42.86495805, -72.86175213)"
9079,VT0130300,12WM00305,03/01/2012,Rite Aid Parking Lot,Wilmington,NO DATA,NO DATA,NO DATA,NO DATA,Parking Lot,50,Feet,99,"12 - Left Turn and Thru, Same Direction Sideswipe/Angle Crash vv--",South,470455,40628,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(42.86518371, -72.86155765)"
9080,VT0130300,12WM01293,10/22/2012,107 East Main Street,Wilmington,NO DATA,NO DATA,NO DATA,NO DATA,Rite Aid Parking Lot,50,Feet,99,7 - Other - Explain in Narrative,South,470468,40598,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(42.86491416, -72.86139699)"
9081,VTVSP0700,12A202940,07/07/2012,TH-2 (3133 East Sheldon Road),Sheldon,NO DATA,NO DATA,NO DATA,NO DATA,Kittell Road,NO DATA,NO DATA,50,6 - Single Vehicle Crash,NO DATA,470545,266581,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0002,999.99,NO DATA,XY,Injury,"(44.89881685, -72.87293122)"
9087,VTVSP1000,12D203566,12/24/2012,TH-3 Wilmington Cross Rd,Whitingham,3,NO DATA,NO DATA,NO DATA,#639,NO DATA,NO DATA,35,6 - Single Vehicle Crash,NO DATA,471275,33076,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0003,999.99,NO DATA,XY,Property Damage Only,"(42.79723255, -72.85113805)"
9088,VTVSP1000,12D200269,01/23/2012,TH-3┬á (624 WILMINGTON CROSS RD),Whitingham,3,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,35,6 - Single Vehicle Crash,NO DATA,471276,32816,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0003,999.99,NO DATA,XY,Property Damage Only,"(42.79489207, -72.85111259)"
9089,VTVSP0400,12D102798,08/30/2012,TH-6 Winhall Hollow Road,Londonderry,6,NO DATA,NO DATA,NO DATA,Livermore Mills Road TH#39,0,Miles,99,6 - Single Vehicle Crash,West,471456,78374,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0006,999.99,NO DATA,XY,Property Damage Only,"(43.20499567, -72.85124063)"
9090,VT0130500,12DV00946,12/05/2012,TH-15 Valley View Road,Dover,NO DATA,NO DATA,NO DATA,NO DATA,Ellis Brook Road,0,Miles,35,6 - Single Vehicle Crash,East,471660,49423,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0015,999.99,NO DATA,XY,Property Damage Only,"(42.94440013, -72.84725583)"
9091,VTVSP1000,12D201072,04/17/2012,TH-6 (498 Coleman Hill Road),Jamaica,6,NO DATA,NO DATA,NO DATA,Vermont Route 100,0,Miles,99,6 - Single Vehicle Crash,West,471687,72372,1000,1309,400,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0006,999.99,NO DATA,XY,Property Damage Only,"(43.15097818, -72.84809115)"
9092,VTVSP1200,12A303045,07/14/2012,TH-36 Fuller Hill RD,Warren,36,NO DATA,NO DATA,NO DATA,Murray Hill RD,0,Miles,35,6 - Single Vehicle Crash,North,471844,178461,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0036,999.99,NO DATA,XY,Fatal,"(44.10585417, -72.85168478)"
9093,VTVSP1200,12A304913,11/15/2012,TH-16 (1001 Kew Vasseur RD),Fayston,16,NO DATA,NO DATA,NO DATA,Residence 1001,0,Miles,35,6 - Single Vehicle Crash,South,471897,190234,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0016,999.99,NO DATA,XY,Injury,"(44.21181098, -72.85165154)"
9100,VT0130300,12WM00149,01/25/2012,TH-23 (277 Whites Road),Wilmington,23,NO DATA,NO DATA,NO DATA,277 Whites Road,70,Feet,30,6 - Single Vehicle Crash,North,472326,41743,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0023,999.99,NO DATA,XY,Property Damage Only,"(42.87529080, -72.83871660)"
9101,VT0130300,12WM00997,08/19/2012,TH-15 Smith Road,Wilmington,NO DATA,NO DATA,NO DATA,NO DATA,Davis Dr,100,Feet,30,6 - Single Vehicle Crash,East,472517,46050,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0015,999.99,NO DATA,XY,Property Damage Only,"(42.91406854, -72.83658968)"
9102,VTVSP0700,12A201088,03/14/2012,TH-99 (100 Old Creamery Drive),Bakersfield,NO DATA,NO DATA,NO DATA,NO DATA,VT Route 36,NO DATA,NO DATA,50,6 - Single Vehicle Crash,North,472527,253882,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0099,999.99,NO DATA,XY,Property Damage Only,"(44.78462111, -72.84715064)"
9103,VTVSP0700,12A202305,06/01/2012,TH-2 (4582 East Sheldon Rd.),Sheldon,2,NO DATA,NO DATA,NO DATA,Kittell Rd.,1,NO DATA,50,6 - Single Vehicle Crash,West,472656,266501,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0002,999.99,NO DATA,XY,Property Damage Only,"(44.89818110, -72.84620002)"
9104,VT0060000,12FRC1841,10/12/2012,TH-11 Duffy Hill Rd,Sheldon,NO DATA,NO DATA,NO DATA,NO DATA,St Pierre Rd; Bailey Dr,300,Feet,35,6 - Single Vehicle Crash,West,472656,263017,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0011,999.99,NO DATA,XY,Property Damage Only,"(44.86682973, -72.84601204)"
9105,VTVSP1000,12D200210,01/19/2012,TH-11 Fitz Rd,Wardsboro,11,NO DATA,NO DATA,NO DATA,256,NO DATA,NO DATA,25,4 - Opp Direction Sideswipe,NO DATA,472661,59084,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0011,999.99,NO DATA,XY,Property Damage Only,"(43.03140188, -72.83546321)"
9106,VTVSP1200,12A303025,07/13/2012,102 Mad River Green,Waitsfield,44,NO DATA,NO DATA,NO DATA,Route 100,400,Feet,50,6 - Single Vehicle Crash,West,472898,187047,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.18316661, -72.83896187)"
9125,VTVSP0100,12A101120,03/27/2012,RT 108,Cambridge,NO DATA,108,NO DATA,NO DATA,RT 109,1,Miles,50,6 - Single Vehicle Crash,North,474150,241613,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,999.99,NO DATA,XY,Property Damage Only,"(44.67427372, -72.82602190)"
9126,VTVSP0300,12C103294,06/27/2012,TH-114 (640),Killington,114,NO DATA,NO DATA,NO DATA,VT Rte 100,0,Miles,25,6 - Single Vehicle Crash,West,474251,132887,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0114,999.99,NO DATA,XY,Property Damage Only,"(43.69576550, -72.81942000)"
9127,VTVSP0400,12D103174,09/29/2012,5700 Route 100 (plaza),Londonderry,NO DATA,100,NO DATA,NO DATA,VT Route 100,NO DATA,NO DATA,99,7 - Other - Explain in Narrative,NO DATA,474295,80795,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Property Damage Only,"(43.22688982, -72.81641939)"
9128,VT0130300,12WM01252,10/13/2012,Min. C 0524 (325 Lake Raponda Road0,Wilmington,NO DATA,NO DATA,NO DATA,NO DATA,Stearns Avenue,0,Miles,25,6 - Single Vehicle Crash,North,474315,41966,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Property Damage Only,"(42.87736765, -72.81438282)"
9129,VTVSP1000,12D200313,01/27/2012,TH-30 W Jamaica Rd,Jamaica,30,NO DATA,NO DATA,NO DATA,Pikes Falls Rd,200,Feet,35,4 - Opp Direction Sideswipe,South,474347,65422,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0030,999.99,NO DATA,XY,Property Damage Only,"(43.08851267, -72.81506752)"
9130,VTVSP0100,12A104603,11/25/2012,TH-31 Canyon Road,Cambridge,31,NO DATA,NO DATA,NO DATA,W Farm Road,0,Miles,35,6 - Single Vehicle Crash,West,474481,237327,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0031,999.99,NO DATA,XY,Property Damage Only,"(44.63571562, -72.82163411)"
9131,VTVSP0300,12C103364,06/30/2012,TH-6,Pittsfield,6,NO DATA,NO DATA,NO DATA,Utility Pole #4 On Line 104,NO DATA,NO DATA,25,6 - Single Vehicle Crash,NO DATA,474540,141002,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0006,999.99,NO DATA,XY,Property Damage Only,"(43.76881466, -72.81621905)"
9138,VTVSP0700,12A200870,02/28/2012,TH-11 Potato Hill Road,Berkshire,NO DATA,108,NO DATA,NO DATA,VT Route 118,0,Miles,40,2 - Head On,North,475418,276822,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0011,999.99,NO DATA,XY,Property Damage Only,"(44.99115634, -72.81173349)"
9139,VT0130300,12WM00115,01/19/2012,Min. C 0526 Higley Hill Road,Wilmington,3,NO DATA,NO DATA,NO DATA,Miller Road,25,Feet,40,6 - Single Vehicle Crash,East,475458,44424,NO DATA,NO DATA,NO DATA,Minor Collector - Non Fed Aid Rural TH,MinCollector,999.99,NO DATA,XY,Property Damage Only,"(42.89953179, -72.80050020)"
9140,VTVSP1000,12D202665,09/23/2012,TH-42 Shearer Hill Rd,Halifax,42,NO DATA,NO DATA,NO DATA,Hatch School Rd TH# 4,1,Miles,50,6 - Single Vehicle Crash,North,475553,36700,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0042,999.99,NO DATA,XY,Injury,"(42.83000415, -72.79900127)"
9141,VTVSP0300,12C100256,01/14/2012,Vail Rd (pvt),Killington,NO DATA,NO DATA,NO DATA,NO DATA,Th 13,0,Miles,99,1 - Rear End,West,475611,124710,NO DATA,NO DATA,NO DATA,"Other Public Roadway (Rest Areas, Shopping Center",Unknown,999.99,NO DATA,XY,Injury,"(43.62221312, -72.80217997)"
9142,VTVSP1000,12D201432,05/25/2012,VT-9,Marlboro,NO DATA,9,NO DATA,NO DATA,Old Hogback Road,0,Miles,50,6 - Single Vehicle Crash,West,475682,39341,90,1311,60,State System (State Highways and Class I TH links),VT-9,999.99,NO DATA,XY,Property Damage Only,"(42.85378238, -72.79753761)"
9143,VTVSP0300,12C100983,02/24/2012,TH-2,Killington,2,NO DATA,NO DATA,NO DATA,TH 93,0,Miles,35,2 - Head On,North,475864,126275,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0002,999.99,NO DATA,XY,Property Damage Only,"(43.63630745, -72.79911520)"
9144,VTVSP0300,12C105239,09/29/2012,Killington Road,Killington,2,NO DATA,NO DATA,NO DATA,E Mountain Rd,0,Miles,35,"14 - Left Turn and Thru, Broadside v<--",North,475872,126262,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",Unknown,999.99,NO DATA,XY,Property Damage Only,"(43.63619070, -72.79901548)"
9151,VTVSP1200,12A302992,07/11/2012,TH-35 Dowsville RD,Duxbury,35,NO DATA,NO DATA,NO DATA,House 518,10,Feet,35,6 - Single Vehicle Crash,West,476295,195174,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0035,999.99,NO DATA,XY,Injury,"(44.25642584, -72.79684396)"
9152,VTVSP0700,12A203127,07/16/2012,Pleasant Street,Enosburg,NO DATA,NO DATA,NO DATA,NO DATA,Kennison Drive,NO DATA,NO DATA,25,6 - Single Vehicle Crash,NO DATA,476297,267962,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",Unknown,999.99,NO DATA,XY,Property Damage Only,"(44.91145861, -72.80017089)"
9153,VTVSP0100,12A102882,07/29/2012,VT-108 No Of Desjardins Road,Cambridge,NO DATA,108,NO DATA,NO DATA,Smuggs Member Parking Lot,2,Miles,40,6 - Single Vehicle Crash,North,476391,228064,1080,802,60,State System (State Highways and Class I TH links),VT-108,999.99,NO DATA,XY,Injury,"(44.55242156, -72.79713637)"
9154,VTVSP0700,12A202505,06/12/2012,TH-35 King Hill Rd,Bakersfield,NO DATA,NO DATA,NO DATA,NO DATA,E. Bakersfield/King Hill Rd,NO DATA,NO DATA,50,2 - Head On,NO DATA,476399,253427,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0035,999.99,NO DATA,XY,Property Damage Only,"(44.78066486, -72.79820361)"
9155,VTVSP1000,12D200353,01/30/2012,VT-9,Marlboro,NO DATA,9,NO DATA,NO DATA,Butterfield Rd,1,Miles,50,6 - Single Vehicle Crash,NO DATA,476407,39727,90,1311,188,State System (State Highways and Class I TH links),VT-9,999.99,NO DATA,XY,Property Damage Only,"(42.85727983, -72.78868336)"
9156,VTVSP1200,12A303756,08/27/2012,TH-4 Crossett Hill,Duxbury,40,NO DATA,NO DATA,NO DATA,House 376,100,Feet,35,6 - Single Vehicle Crash,West,476593,201023,NO DATA,NO DATA,NO DATA,"City, Village or Urban Compact Street not in FA Ur",TOWN ROAD 0004,999.99,NO DATA,XY,Property Damage Only,"(44.30907452, -72.79337419)"
