Year,FSCS ID,Town,Library,Mailing Address,Street Address,County,Phone Number,Hours per Week,FY Ends,Population,Hours MLS,ALA MLS,Hours Librarian,FTE Librarians,Hours other,Other Staff,Total Hours,Total FTE,Weekly Volunteer Hrs,Square Feet,Cap. Revenue - Local Taxes,Cap. Revenue - State,Cap. Revenue - Federal, Cap. Revenue - Other ,Total Cap. Revenue , Local Tax , Per Capita Tax ,Other Income, Total Income , State Grant  , Federal Grant , Other Grant , Total Grants , Fee Revenue, Book Expense , E Expense, AV Expense,Total Media Expense , Per Capita Expense, Salaries , Employee Benefits , Total Staff Expense , Other Expense , Total Operating Expense , PC Total Expense ,Grant Expense, Capital Expense ,Adult Books,Juvenile Books,Books,Per Capita Books,E Books,Adult Video,Juvenile Video,Video,Adult Audio,Juvenile Audio,Audio,Total Holdings,Adult Subscriptions,Juvenile Subscriptions,Subscriptions,Databases,E serials,Adult Borrowers,Juvenile Borrowers,Borrowers,% of population who borrow,Visits,Per Capita Visits,Reference Trans.,Per Capita Reference Trans.,Adult Circulation,Juvinile Circulation,Total Circulation,Per Capita Circulation,Collection Turnover,Library Loans Out,Library Loans In,Adult Programs,Juvenile Programs,Young Adult Programs,Total Programs,Adult Prog. Attend.,Juvenile Prog. Attend.,Young Adult Prog. Attend.,Total Program Attendance,Per Capita Prog. Attend.,Home Deliveries,Day Care Deliveries,Other Deliveries,Number of Computers,Public Computers,Computer Trained,Computer Users per Week,Wireless Users per Week,Internet Type,filtered?,Name of filtering program,Meets Standards?,Library Type,Automated?,Automation Vendor,Location 1,ZIP+4,Web address,City
2008-2009,VT0141,SHELDON,Sheldon Public,PO Box 12,1640 Main St.,Franklin,(802) 933-7323,14,12/31/2008,2303,0,0,14,0.35,0,0,14,0.35,0,384,$0.00,$0.00,$0.00,$0.00,$0.00,$5000.00,$2.17,$8486.00,$13486.00,,,,$0.00,$0.00,$3679.00,$160.00,$71.00,$3910.00,$1.70,$7828.00,$599.00,$8427.00,$1052.00,$13389.00,$5.81,$0.00,$0 ,N/A,N/A,5768,2.5,0,5,70,75,169,17,186,6029,22,4,26,0,0,N/A,N/A,0,0%,468,0.2,10,0,2060,918,2978,1.29,49.39%,1,2,0,0,N/A,0,0,N/A,N/A,0,0,0,0,0,1,2,2,3,N/A,high speed,No,N/A,No,Incorporated,No,n/a,"1640 Main St.
Sheldon, VT 05483
(44.88064269600045, -72.94634853199966)",12,N/A,Sheldon
2007-2008,,STOWE,Stowe Free,PO Box 1029,90 Pond St.,Lamoille,8022536145,43,06/30/2008,4886,40,1,120,3,103,2.58,223,5.58,37.5,6000,$40000.00, $- , $- , $- ,$40000.00,$447166.00,$91.52,$43356.00,$490522.00, na , na , na ,$12087.00,$450.00,$32600.00,$3200.00,$6800.00,$42600.00,$8.72,$213951.00,$109155.00,$323106.00,$74360.00,$440066.00,$90.07,$12087.00,"$8,897 ",18443,7207,25650,5.25,0,1736,568,2304,1495,461,1956,29910,117,14,131,20,0,5012,753,5765,118%,138476,28.34,11440,2.34,60497,41367,101864,20.85,3.41%,478,287,46,78,,124,1134,1533,,2667,0.55,12,0,0,23,10,na,297,na,high speed,no,,86,,,,"90 Pond St.
Stowe, VT 05672
(44.4642824660005, -72.68464494899968)",1029,www.stowelibrary.org,Stowe
2011-2012,VT0046,DANVILLE,Pope Memorial,PO Box 260,121 Park St.,Caledonia,(802) 684-2256,27,12/31/2011,2288,15,0.375,40,1,0,0,40,1,5,4167,$0.00,$0.00,$0.00,$0.00,$0.00,$28000.00,$12.24,$34916.00,$62916.00,$2125.00,$114.00,$1750.00,$3989.00,N/A,$4349.00,$0.00,$1177.00,$5526.00,$2.42,$30350.00,$3361.00,$33711.00,$30369.00,$69606.00,$30.42,$0.00,$0 ,7865,3863,11728,5.13,11,692,108,800,309,91,400,12928,40,0,40,1,0,N/A,N/A,903,39.47%,6968,3.05,1404,0.61,5937,4037,9974,4.36,0.77%,68,167,17,35,1,53,214,278,68,560,0.24,6,0,24,7,5,100,27,6,high speed,No,N/A,0,Incorporated,Yes,Library world Online,"121 Park St.
Danville, VT 05828
(44.41112379600048, -72.14071788599966)",260,popememoriallibrary.org,Danville
2009-2010,VT0035,CHARLOTTE,Charlotte,PO Box 120,115 Ferry Rd.,Chittenden,(802) 425-3864,33.69,06/30/2009,3739,0,0,35,0.88,77,1.93,112,2.8,18,2400,$0.00,$0.00,$0.00,$8348.00,$8348.00,$122614.00,$32.79,$24129.00,$146743.00,$100.00,$50.00,$0.00,$150.00,N/A,$15876.00,$292.00,$5789.00,$21957.00,$5.87,$92629.00,$8200.00,$100829.00,$24094.00,$146880.00,$39.28,$250.00,"$8,348 ",8958,9021,17979,4.81,0,290,115,405,720,413,1133,19112,48,2,50,1,0,1688,449,2137,57.15%,23712,6.34,1248,0.33,18127,36872,54999,14.71,2.88%,95,109,11,79,3,93,99,1210,27,1336,0.36,2,0,0,6,3,0,58,8,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,y-86,Municipal,Yes,Follett,"115 Ferry Rd.
Charlotte, VT 05445
(44.311042372000486, -73.24942709399966)",120,www.charlottepubliclibrary.org,Charlotte
2011-2012,VT0186,WHITINGHAM,Whitingham Free Public,PO Box 500,2948 VT Rte. 100,Windham,(802) 368-7506,20,06/30/2012,2104,0,0,39,0.975,0,0,39,0.975,25,1680,$0.00,$0.00,$0.00,$0.00,$0.00,$55967.00,$26.60,$1898.00,$57865.00,$100.00,$55.00,$0.00,$155.00,N/A,$10678.00,$450.00,$1056.00,$12184.00,$5.79,$31481.00,$3541.00,$35022.00,$10814.00,$58020.00,$27.58,$0.00,$0 ,7257,3256,10513,5,0,454,265,719,135,96,231,11463,46,5,51,1,0,953,381,1334,63.4%,10140,4.82,0,0,8242,2980,11222,5.33,0.98%,21,362,69,65,N/A,134,568,792,N/A,1360,0.65,5,0,85,6,5,N/A,52,N/A,high speed,No,N/A,y-86,Municipal,No,N/A,"2948 VT Rte. 100
Jacksonville, VT 05342
(42.79867809600046, -72.82274473399963)",500,www.readwithus.org,Jacksonville
2007-2008,,DUMMERSTON,Lydia Taft Pratt,PO Box 70,156 West St.,Windham,8022589878,14,06/30/2008,1942,0,0,11.5,0.29,0,0,11.5,0.29,6,784, $- , $- , $- , $- , $- ,$7000.00,$3.60,$5424.00,$12424.00,$1000.00, $- , $- ,$1000.00, $- , na , $- , na ,$1933.00,$1.00,$7800.00,$596.00,$8396.00,$6239.00,$16568.00,$8.53,$1000.00, $- ,na,na,3515,1.81,0,49,24,73,102,0,102,3690,2,0,2,0,0,na,na,508,26.2%,2132,1.1,104,0.05,968,773,1741,0.9,0.47%,3,67,31,47,,78,360,392,,752,0.39,0,0,26,1,1,1,1,0,dialup,no,,none,,,,"156 West St.
West Dummerston, VT 05357
(42.9284017380005, -72.61324163399962)",70,,West Dummerston
2007-2008,,STAMFORD,Stamford Community,986 Main Rd.,986 Main Rd.,Bennington,8026941379,38,12/31/2007,794,32,0.8,32,0.8,12,0.3,44,1.1,2,1080, $- , $- , $- , $- , $- ,$66284.00,$83.48,$3631.00,$69915.00,$1770.00,$50.00,$300.00,$2120.00, $- ,$5524.00, $- ,$190.00,$5714.00,$7.20,$41844.00,$3420.00,$45264.00,$5480.00,$56458.00,$71.11,$2120.00, $- ,3814,5642,9456,11.91,0,280,190,470,140,35,175,10101,9,7,16,20,0,378,122,500,63%,7800,9.82,3640,4.58,3988,6482,10470,13.19,1.04%,26,62,0,11,,11,0,282,,282,0.36,5,0,0,6,5,50,150,0,high speed,children only,sonicwall,98,,,,"986 Main Rd.
Stamford, VT 05352
(42.75501010000045, -73.06813544499965)",9740,www.stamford.lib.vt.us,Stamford
2007-2008,,POMFRET,Abbott Memorial,PO Box 95,15 Library Street,Windsor,8024572236,22,12/31/2007,965,0,0,16,0.4,15.75,0.39,31.75,0.79,4,1272, $- , $- , $- , $- , $- ,$26084.00,$27.03,$8065.00,$34149.00, $- ,$50.00, $- ,$50.00, $- ,$1829.00,$70.00,$1033.00,$2932.00,$3.04,$18642.00,$3140.00,$21782.00,$9091.00,$33805.00,$35.03,$50.00, $- ,2200,3200,5400,5.6,0,30,90,120,150,50,200,5720,3,1,4,19,0,300,100,400,41.5%,2623,2.72,na,na,1089,2339,3428,3.55,0.6%,12,187,3,52,,55,53,1000,,1053,1.09,1,0,8,2,1,2,3,na,high speed,no,,86,,,,"15 Library Street
S. Pomfret, VT 05067
(43.66499196500047, -72.53911417699965)",95,,S. Pomfret
2007-2008,,JAMAICA,Jamaica Memorial,PO Box 266,17 Depot St.,Windham,8028744901,10,06/30/2008,907,10,0.25,10,0.25,0,0,10,0.25,2,966, $- , $- , $- ,$2500.00,$2500.00,$10000.00,$11.03,$2553.00,$12553.00,$2000.00, $- , $- ,$2000.00, $- , $- ,$350.00, $- ,$350.00,$0.39, na , na ,$4950.00,$4217.00,$9517.00,$10.49,$2000.00, $- ,4688,2103,6791,7.49,0,88,47,135,214,29,243,7169,25,3,28,0,0,na,na,443,48.8%,1768,1.95,624,0.69,235,319,554,0.61,0.08%,0,52,14,18,,32,28,533,,561,0.62,0,0,0,2,2,4,4,na,high speed,no,,none,,,,"17 Depot St.
Jamaica, VT 05343
(43.1002868060005, -72.77831990099963)",266,www.jamaicavtlibrary.org,Jamaica
2007-2008,,BRISTOL,Lawrence Memorial,40 North St.,40 North St.,Addison,8024532366,39,06/30/2008,3770,0,0,36,0.9,52,1.3,88,2.2,10,2000, $- , $- , $- , $- , $- ,$110200.00,$29.23,$13500.00,$123700.00, $- ,$121.00,,$121.00,$1300.00,$10300.00, $- ,,$10300.00,$2.73,$67756.00,$27744.00,$95500.00,$15200.00,$121000.00,$32.10,$144.00, $- ,8240,6598,14838,3.94,0,902,350,1252,541,296,837,16927,13,5,18,0,0,,,2327,61.7%,20545,5.45,156,0.04,16798,14621,31419,8.33,1.86%,109,278,6,108,,114,120,1080,,1200,0.32,0,160,0,10,5,,124,18,high speed,no,,86,,,,"40 North St.
Bristol, VT 05443
(44.13574146700046, -73.07876196699965)",1207,www.lawrencelibrary.net,Bristol
2010-2011,VT0089,LYNDON,Cobleigh Public,PO Box 147,14 Depot St.,Caledonia,(802) 626-5475,0.04,12/31/2010,10858,0,0,133,3.33,48,1.2,181,4.53,26,8000,$0.00,$0.00,$0.00,$42466.00,$42466.00,$198600.00,$18.29,$17697.00,$216297.00,$2700.00,$531.00,$16700.00,$19931.00,n/a,$14762.00,$719.00,$1750.00,$17231.00,$1.59,$135523.00,$38641.00,$174164.00,$40016.00,$231411.00,$21.31,$29179.00,"$42,466 ",16910,13335,30245,2.79,625,891,560,1451,910,245,1155,32851,54,7,61,24,0,N/A,N/A,3717,34.23%,82732,7.62,15288,1.41,N/A,N/A,63451,5.84,1.93%,982,770,94,1431,5,1530,699,20220,35,20954,1.93,1525,35,950,76,18,13,2966,626,32,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Municipal,Yes,TLC Library Corp,"14 Depot St.
Lyndonville, VT 05851
(44.53516227200049, -72.00477846399963)",147,www.cobleighlibrary.org,Lyndonville
2009-2010,VT0146,SOUTH HERO,South Hero Community,75 South St.,75 South St.,Grand Isle,(802) 372-6209,NA,06/30/2010,1882,0,0,30,0.75,5,0.13,35,0.88,14,2500,$50637.00,$0.00,$0.00,$3956.00,$54593.00,$50637.00,$26.91,$3956.00,$54593.00,$100.00,$174.00,$0.00,$274.00,N/A,$9000.00,$277.00,$1750.00,$11027.00,$5.86,$29012.00,$3625.00,$32637.00,$7250.00,$50914.00,$27.05,$0.00,$0 ,9202,13622,22824,12.13,0,472,401,873,388,239,627,23451,13,6,19,23,0,1541,188,1729,91.87%,18200,9.67,4160,2.21,9477,8896,18373,9.76,0.78%,82,111,35,140,8,183,350,1210,22,1582,0.84,0,23,0,21,17,N/A,95,40,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,y-98,Community (joint school-public),Yes,Follett,"75 South St.
South Hero, VT 05486
(44.63630018800046, -73.30256207599967)",4913,www.southherocommunitylibrary.blogspot.com,South Hero
2010-2011,VT0145,SOUTH BURLINGTON,South  Burlington Community,550 Dorset St.,550 Dorset St.,Chittenden,(802) 652-7080,51.24,06/30/2011,17904,40,1,194,4.85,5,0.13,199,4.98,24,11900,N/A,$0.00,$0.00,N/A,$0.00,$318647.00,$17.80,$16221.00,$335246.00,$1750.00,$323.00,$0.00,$2073.00,$378.00,$18585.00,$2408.00,$792.00,$21785.00,$1.22,$200408.00,$20025.00,$220433.00,$84206.00,$326424.00,$18.23,$0.00,$0 ,44849,17217,62066,3.47,0,1921,372,2293,1312,479,1791,66150,72,8,80,24,0,N/A,N/A,9306,51.98%,75972,4.24,13832,0.77,131324,50291,312939,17.48,4.73%,424,479,141,170,0,311,2616,4677,0,7293,0.41,62,148,86,0,16,12,N/A,311,N/A,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",Yes,Sonic Wall,Community (joint school-public),Yes,Follett,"550 Dorset St.
S. Burlington, VT 05403
(44.45430857700046, -73.17889135799965)",6233,http://sbcl.sbschools.net,S. Burlington
2010-2011,VT0098,MONTPELIER,Kellogg Hubbard,135 Main St.,135 Main St.,Washington,(802) 223-3338,45.31,12/31/2010,17654,70,1.75,413,10.32,108,2.7,521,13.02,60,18449,$0.00,$0.00,$0.00,$10000.00,$10000.00,$405599.00,$22.97,$230480.00,$636079.00,$0.00,$115394.00,$7800.00,$123194.00,N/A,$46907.00,$17140.00,N/A,$64047.00,$3.63,$528609.00,$132480.00,$661089.00,$209418.00,$934554.00,$52.94,$6000.00,$0 ,49390,29374,78764,4.46,0,3458,1220,4678,3323,1191,4514,87956,146,20,166,25,0,6501,1230,7731,43.79%,238160,13.49,36036,2.04,171663,131591,303254,17.18,3.45%,522,1620,298,288,N/A,586,19849,3675,N/A,23524,1.33,551,1139,5212,1185,39,19,N/A,768,N/A,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,n/a,Incorporated,Yes,follett,"135 Main St.
Montpelier, VT 05602
(44.261425087000475, -72.57392397399963)",2909,http://www.kellogghubbard.org,Montpelier
2009-2010,VT0043,CRAFTSBURY,Craftsbury Public Library,PO Box 74,12 Church Ln.,Orleans,(802) 586-9683,32,12/31/2009,1095,30,0.75,48,1.2,10,0.25,58,1.45,17,3000,$0.00,$0.00,$0.00,$0.00,$0.00,$25500.00,$23.29,$44882.00,$70382.00,$100.00,$276.00,$7989.00,$9365.00,$0.00,N/A,N/A,N/A,$7485.00,$6.84,$38681.00,$5932.00,$44613.00,$27460.00,$79558.00,$72.66,$8915.00,$0 ,N/A,N/A,18887,17.25,0,1678,612,2290,623,103,726,19613,16,3,19,22,0,1961,933,2894,264.29%,19292,17.62,3484,3.18,N/A,N/A,24916,22.75,1.27%,276,256,199,143,8,350,431,2415,48,2894,2.64,7,15,12,11,9,4,276,112,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,n/a,y-98,Incorporated,Yes,Library World,"12 Church Ln.
Craftsbury Common, VT 05827
(44.6693889280005, -72.36178797899964)",74,http://www.craftsburypubliclibrary.org,Craftsbury Common
2008-2009,VT0030,CABOT,Cabot Public,PO Box 6,3084 Main St.,Washington,(802) 563-2721,23,12/31/2008,1334,0,0,26,0.65,9,0.23,35,0.88,0,1300,$0.00,$0.00,$0.00,$0.00,$0.00,$47053.00,$35.27,$2856.00,$49909.00,,,$2150.00,$2150.00,$0.00,N/A,N/A,N/A,$7455.00,$5.59,$30574.00,$4593.00,$35167.00,$8390.00,$51012.00,$38.24,$838.00,"$20,467 ",3567,3773,7340,5.5,3909,N/A,N/A,257,233,110,343,11849,33,6,39,0,0,N/A,N/A,843,63.19%,6032,4.52,29,0.02,5322,6401,11723,8.79,98.94%,32,462,88,24,N/A,112,N/A,N/A,N/A,3279,2.46,15,0,0,4,3,50,37,4,high speed,No,N/A,86,Municipal,No,will be Library World,"3084 Main St.
Cabot, VT 05647
(44.40232718600049, -72.31120890499966)",6,N/A,Cabot
2007-2008,,PAWLET,Pawlet Public,PO Box 98,141 School St.,Rutland,8023253123,28,12/31/2007,1425,0,0,18,0.45,0,0,18,0.45,12,2900, $- , $- , $- , $- , $- ,$11426.00,$8.02,$14950.00,$26376.00, $- , $- , $- , $- , $- ,$6806.00, $- , $- ,$6806.00,$4.78, na , na ,$10000.00,$11426.00,$28232.00,$19.81,$2000.00,"$1,834 ",5100,1000,6100,4.28,0,na,na,1000,na,na,375,7475,na,na,10,20,0,na,na,na,na,14352,10.07,4680,3.28,5104,8150,13254,9.3,1.77%,30,60,40,63,,103,450,900,,1350,0.95,20,85,0,7,6,15,60,50,high speed,no,,86,,,,"141 School St.
Pawlet, VT 05761
(43.345482089000484, -73.17928991299965)",98,,Pawlet
2011-2012,VT0214,JERICHO/UNDERHILL,Deborah Rawson Memorial,8 River Rd.,8 River Rd.,Chittenden,(802) 899-4962,37.30769231,06/30/2012,8023,0,0,70,1.75,67,1.675,137,3.425,20,5000,$26500.00,$0.00,$0.00,$0.00,$26500.00,$230736.00,$28.76,$24816.00,$255552.00,$100.00,$187.00,$500.00,$787.00,N/A,$19640.00,$2260.00,$11860.00,$33760.00,$4.21,$127362.00,$12400.00,$139762.00,$84003.00,$257525.00,$32.10,$287.00,"$26,500 ",10777,11693,22470,2.8,0,833,409,1242,511,404,915,24627,74,14,88,25,0,N/A,N/A,3731,46.5%,30004,3.74,1976,0.25,27203,29238,56441,7.03,2.29%,314,556,69,121,N/A,190,1000,2478,N/A,3478,0.43,4,57,25,18,11,8,95,N/A,high speed,No,n/a,y-86,Incorporated,Yes,Follett,"8 River Rd.
Jericho, VT 05465
(44.51866699900046, -72.94696916199968)",2001,www.drml.org,Jericho
2011-2012,VT0177,WATERVILLE,Waterville Town,1380 Lapland Rd.,850 VT Route 109,Lamoille,N/R,N/R,N/R,805,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,1000,N/R,N/R,N/R,N/R,N/R,N/R,NA,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,NA,N/R,N/R,N/R,N/R,N/R,NA,N/R,N/R,N/R,N/R,N/R,NA,N/R,N/R,N/R,N/R,N/R,N/R,N/R,NA,N/R,N/R,N/R,N/R,0,N/R,N/R,N/R,N/A,N/R,NA,N/R,NA,N/R,N/R,N/R,NA,N/A,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,NA,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,no app.,N/R,N/R,N/R,"850 VT Route 109
Waterville, VT 05492
(44.69390750600047, -72.76637199899966)",,N/R,Waterville
2010-2011,VT0091,MARSHFIELD,Jaquith Public,PO Box 227 ,122 School St.,Washington,(802) 426-3581,26,12/31/2010,1588,0,0,35,0.88,1,0.03,36,0.9,10,1700,$0.00,$0.00,$0.00,$0.00,$0.00,$59805.00,$37.66,$6968.00,$66773.00,$100.00,$50.00,$1600.00,$1750.00,N/A,N/A,N/A,N/A,$6322.00,$3.98,$33195.00,$9379.00,$42574.00,$17877.00,$66773.00,$42.05,$1600.00,$0 ,N/A,N/A,11974,7.54,0,N/A,N/A,900,N/A,N/A,790,13664,26,5,31,23,0,N/A,N/A,1175,73.99%,11440,7.2,0,0,N/A,N/A,15483,9.75,1.13%,16,470,84,60,N/A,288,N/A,N/A,N/A,3619,2.28,33,N/A,N/A,N/A,4,3,5,15,N/A,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Municipal,Yes,Library World,"122 School St.
Marshfield, VT 05658
(44.34900151500045, -72.35406558099965)",227,www.marshfield.lib.vt.us,Marshfield
2008-2009,VT0025,BROOKFIELD,Brookfield Free Public,PO Box 469,40 Ralph Rd.,Orange,(802) 276-3358,14,12/31/2008,1239,0,0,16,0.4,0,0,16,0.4,1,527,$0.00,$0.00,$0.00,$19106.00,$19106.00,$14613.00,$11.79,$477.00,$15090.00,$50.00,,,$50.00,N/A,$2938.00,$0.00,$39.00,$2977.00,$2.40,$9805.00,$608.00,$10413.00,$3042.00,$16432.00,$13.26,$0.00,$0 ,3059,2012,5071,4.09,0,158,145,303,140,22,162,5536,20,4,24,0,0,363,119,482,38.9%,1456,1.18,5,0,2238,1792,4030,3.25,72.8%,6,42,6,13,0,19,80,103,0,183,0.15,0,0,5,1,1,1,1,0,Dial-up,No,none,86,Municipal,No,none,"40 Ralph Rd.
Brookfield, VT 05036
(44.04322723600046, -72.60283777999967)",469,N/A,Brookfield
2010-2011,VT0186,WHITINGHAM,Whitingham Free Public,PO Box 500,2948 VT Rte. 100,Windham,(802) 368-7506,24,06/30/2011,2085,0,0,39,0.98,0,0,39,0.98,30,1680,$0.00,$0.00,$0.00,$0.00,$0.00,$53990.00,$25.89,$1009.00,$54999.00,$100.00,$51.00,$0.00,$151.00,N/A,$10227.00,$536.00,$1587.00,$12350.00,$5.92,$29799.00,$3376.00,$33175.00,$8986.00,$54511.00,$26.14,$0.00,$0 ,8442,4105,12547,6.02,0,567,280,847,150,114,264,13658,35,5,40,24,0,946,414,1360,65.23%,9100,4.36,0,0,8392,3263,11655,5.59,0.85%,26,323,63,87,N/A,150,477,794,N/A,1271,0.61,15,0,0,137,6,5,N/A,48,N/A,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Municipal,No,N/A,"2948 VT Rte. 100
Jacksonville, VT 05342
(42.79867809600046, -72.82274473399963)",500,www.readwithus.org,Jacksonville
2011-2012,VT0146,SOUTH HERO,South Hero Community,75 South St.,75 South St,Grand Isle,(802) 372-6209,34.03846154,06/30/2012,1738,0,0,30,0.75,5,0.125,35,0.875,13,2500,$54126.00,$0.00,$0.00,$5160.00,$59286.00,$54126.00,$31.14,$5160.00,$59286.00,$0.00,$142.00,$0.00,$142.00,N/A,$9034.00,$114.00,$1664.00,$10812.00,$6.22,$32111.00,$4061.00,$36172.00,$6721.00,$53705.00,$30.90,$0.00,$0 ,9842,14051,23893,13.75,45,436,371,807,479,247,726,25426,16,4,20,25,0,1674,234,1908,109.78%,18200,10.47,2860,1.65,7478,11491,18969,10.91,0.75%,121,109,37,153,14,204,320,1630,28,1978,1.14,0,19,0,22,17,35,105,55,high speed,No,n/a,y-98,Community (joint school-public),Yes,Follett,"75 South St
South Hero, VT 05486
(44.63630018800046, -73.30256207599967)",4913,www.southherocommunitylibrary.blogspot.com,South Hero
2009-2010,VT0072,HARTLAND,Hartland Public,PO Box 137,153 Rte. 5,Windsor,(802) 436-2473,37,06/30/2010,3033,32,0.8,32,0.8,56,1.4,88,2.2,40,2600,$0.00,$0.00,$0.00,$12700.00,$12700.00,$111983.00,$36.92,$5335.00,$117318.00,$100.00,$54.00,$19750.00,$22404.00,N/A,$15368.00,$218.00,$3663.00,$19249.00,$6.35,$68324.00,$13139.00,$81463.00,$16097.00,$116809.00,$38.51,$17527.00,"$11,700 ",16924,10291,27215,8.97,0,1372,398,1770,527,271,798,28013,48,12,60,22,0,2351,1204,3555,117.21%,25532,8.42,780,0.26,17519,9841,27360,9.02,0.98%,70,574,82,140,N/A,222,974,1255,N/A,2229,0.73,0,0,0,14,8,2,101,N/A,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,n/a,y-86,Municipal,Yes,Mandarin M3,"153 Rte. 5
Hartland, VT 05048
(43.539334684000494, -72.39971979999967)",137,www.HartlandLibraryVT.org,Hartland
2008-2009,VT0028,"BURKE, WEST",West Burke,135 Main St.,135 Main St.,Caledonia,(802) 467-3328,6,12/31/2008,367,0,0,0,0,0,0,0,0,6,900,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1544.00,$1544.00,,,,$0.00,$0.00,$282.00,N/A,N/A,$282.00,$0.77,$0.00,$0.00,$0.00,$1048.00,$1330.00,$3.62,,$0 ,16520,600,17120,46.65,0,N/A,N/A,0,50,N/A,50,17170,2,N/A,2,0,0,41,11,52,14.17%,676,1.84,0,0,1721,N/A,1721,4.69,,N/A,192,0,0,0,0,N/A,N/A,N/A,0,0,36,0,0,0,0,0,0,N/A,Dial-up,No,,n/a,,,,"135 Main St.
West Burke, VT 05871
(44.664396516000465, -71.95556906999963)",243,N/A,West Burke
2007-2008,,BARRE,Aldrich Public,6 Washington St.,6 Washington St.,Washington,8024767550,54,06/30/2008,16894,0,0,205,5.13,70,1.75,275,6.88,61,20000, $- , $- , $- ,$5173.00,$5173.00,$180000.00,$10.65,$208266.00,$388266.00,$2200.00,$844.00,$5173.00,$8217.00,$2712.00,$25595.00,$2201.00,$13884.00,$41680.00,$2.47,$167711.00,$38804.00,$206515.00,$115880.00,$364075.00,$21.55,$8217.00,"$5,173 ",38055,15789,53844,3.19,0,2470,501,2971,2160,350,2510,59325,86,4,90,21,0,7052,2678,9730,57.6%,124800,7.39,24960,1.48,66235,32171,98406,5.82,1.66%,854,503,121,173,,294,5418,4571,,9989,0.59,1508,0,0,40,25,1250,1170,125,high speed,no,,86,,,,"6 Washington St.
Barre, VT 05641
(44.197215876000485, -72.50097974199963)",4227,www.aldrich.lib.vt.us,Barre
2011-2012,VT0188,WILLISTON,Dorothy Alling Memorial,,21 Library Ln.,Chittenden,(802) 878-4918,48.69230769,06/30/2012,8914,105,2.625,245,6.125,38,0.9375,283,7.0625,48,9507,$5516.00,$0.00,$0.00,$0.00,$5516.00,$551293.00,$61.85,$6384.00,$558167.00,$100.00,$1300.00,$12000.00,$13400.00,$490.00,$37496.00,$8080.00,$18257.00,$63833.00,$7.16,$307754.00,$73185.00,$380939.00,$114504.00,$559276.00,$62.74,$4488.00,"$5,516 ",17803,14737,32540,3.65,1607,1500,883,2383,2390,1389,3779,38702,86,17,103,35,0,3847,957,4804,53.9%,62036,6.96,7540,0.85,53554,63483,117037,13.13,3.02%,707,556,57,303,24,384,745,8905,424,10074,1.13,36,0,174,32,15,1456,152,34,high speed,No,N/A,y-98,Municipal,Yes,Koha,"21 Library Ln.
Williston, VT 05495
(44.43904506700045, -73.07409183999965)",4011,www.williston.lib.vt.us,Williston
2008-2009,VT0122,PUTNEY,Putney Public,55 Main St.,56 Main St.,Windham,(802) 387-4407,40.5,06/30/2008,2600,0,0,32,0.8,56,1.4,88,2.2,10,4200,$0.00,$0.00,$0.00,$7100.00,$7100.00,$98994.00,$38.07,$27824.00,$126818.00,,,,$0.00,$4688.00,$8201.00,$0.00,$2269.00,$10470.00,$4.03,$67180.00,$17976.00,$85156.00,$29025.00,$124651.00,$47.94,$0.00,$0 ,9735,7646,17381,6.69,0,N/A,N/A,1458,N/A,N/A,1392,20231,16,2,18,23,0,2088,N/A,2088,80.31%,53092,20.42,132,0.05,N/A,N/A,38222,14.7,188.93%,91,591,45,42,0,87,N/A,N/A,N/A,2700,1.04,16,5,N/A,14,9,N/A,300,80,high speed,No,N/A,86,Municipal,Yes,Follett,"56 Main St.
Putney, VT 05346
(42.9695256220005, -72.52237373199966)",8318,http:/home.svcable.net/putpub/,Putney
