Town_ID,Town_Name,County,Type,Population,Square_KM,Square_MI,Altitude,Postal_Code,URL,Incorporated_Villages,Clerk_First_Name,Clerk_Last_Name,Mailing_Address,Mailing_City,Mailing_State,Mailing_Zip,Physical_Address,Physical_City,Physical_State,Physical_Zip,Office_Phone,Office_Fax,Clerk_Email,Clerk_Hours,Location 1
197,Starksboro,Addison,Town,1898,117.9,45.5,615,05487,http://www.starksboro.org,NULL,Cheryl,Estey,P.O. Box 91,Starksboro,VT,05487,2849 VT Route 116,Starksboro,VT,05487,802-453-2639,802-453-7293,starksboro@madriver.com,M-Th 8:30-4:30,"2849 VT Route 116
Starksboro, VT 05487
(44.22554345700007, -73.05705825499996)"
42,Canaan,Essex,Town,1078,86.4,33.4,1042,05903,http://www.canaanvt.org/,NULL,Linda,Hikel,P.O. Box 159,Canaan,VT,05903,318 Christian Hill,Canaan,VT,05903,802-266-3370,802-266-8253,nlabrecque@canaanschools.org,M-F 9-3,"318 Christian Hill
Canaan, VT 05903
(44.99928341200007, -71.53354926399999)"
17,Bennington,Bennington,Town,15737,110.1,42.5,750,05201,http://www.bennington.com/,"North Bennington, Old Bennington",Timothy,Corcoran,205 South Street,Bennington,VT,05201,205 South Street,Bennington,VT,05201,802 442-1043,802 442-1068,tcorcoran@benningtonvt.org,M-F 8-5,"205 South Street
Bennington, VT 05201
(42.88214731900007, -73.19132773899997)"
54,Cornwall,Addison,Town,1136,74.2,28.6,374,05753,http://cornwallvt.com/,NULL,Susan,Johnson,2629 Route 30,Cornwall,VT,05753,2629 Route 30,Cornwall,VT,05753,802-462-2775,802-462-2606,cornwallvt@shoreham.net,T-F 9-5,"2629 Route 30
Cornwall, VT 05753
(43.961303344000044, -73.20959386499999)"
148,Orange,Orange,Town,965,101,39,1500,05649,http://www.orangevt.org/,NULL,Rita,Bisson,P.O. Box 233,East Barre,VT,05649,392 US Route 302,Orange,VT,05649,802-479-2673,802-479-2673,kfelch@orangevt.org,M-F 8-12 and 1-4,"392 US Route 302
Orange, VT 05649
(44.148353273000055, -72.40110697099993)"
115,Lincoln,Addison,Town,1214,114,44,971,05443,http://lincolnvermont.org/,NULL,Sally,Ober,62 Quaker Street,Lincoln,VT,05443,62 Quaker Street,Lincoln,VT,05443,802-453-2980,802-453-2975,clerk@lincolnvermont.org,M T Th 8-2; W 8-2 and 4-7 p.m.; and by appt.,"62 Quaker Street
Lincoln, VT 05443
(44.10659686200006, -72.99722371699994)"
73,Fairlee,Orange,Town,967,55,21.2,430,05045,http://www.fairleevt.org/,NULL,Georgette,Wolf-Ludwig,P.O. Box 95,Fairlee,VT,05045,75 Town Common,Fairlee,VT,05045,802-333-4363,802-333-9214,townclerk@fairleevt.org,M-Th 8:30-3:30; and by appt.,"75 Town Common
Fairlee, VT 05045
(43.908164716000044, -72.14220410799999)"
107,Jericho,Chittenden,Town,5015,91.8,35.4,560,05465,http://www.jerichovt.gov/,Jericho,Jessica,Alexander,P.O. Box 67,Jericho,VT,05465,67 Vermont Route 15,Jericho,VT,05465,802-899-4936 x1,802-899-5549,jerichovermont@yahoo.com,M-Th 8-4; F 8-3,"67 Vermont Route 15
Jericho, VT 05465
(44.50550574500005, -72.99610604899993)"
153,Peru,Bennington,Town,416,96.8,37.4,1660,05152,NULL,NULL,Margaret,Cobb,P.O. Box 127,Peru,VT,05152,402 Main Street,Peru,VT,05152,802-824-3065,802-824-5596,perutown@myfairpoint.net,T Th 8:30-4,"402 Main Street
Peru, VT 05152
(43.22917459000007, -72.90070628799998)"
206,Thetford,Orange,Town,2617,114.4,44.2,600,05075,http://www.thetfordvermont.us/,NULL,Tracy,Borst,P.O. Box 126,Thetford Center,VT,05075,3910 VT Route 113,Thetford Center,VT,05075,802-785-2922,802-785-2031,townclerk@thetfordvermont.us,"M 6-8 p.m., T-Th 8-4; F 8-12 (Oct-May 1 only)","3910 VT Route 113
Thetford Center, VT 05075
(43.83137319900004, -72.24718735199997)"
89,Guildhall,Essex,Town,268,84.7,32.7,874,05905,http://www.guildhallvt.org/,NULL,Sam,Swope,P.O. Box 10,Guildhall,VT,05905,13 Courthouse Drive,Guildhall,VT,05905,802-676-3797,802-676-3518,townclerk@guildhallvt.org,T 9-6; Th 9-12,"13 Courthouse Drive
Guildhall, VT 05905
(44.56496765500003, -71.56181704199997)"
74,Fayston,Washington,Town,1141,94.5,36.5,1209,05660,http://www.faystonvt.com/,NULL,Virginia,Vasseur,866 North Fayston Rd,North Fayston,VT,05660,866 North Fayston Rd,Fayston,VT,05660,802-496-2454,802-496-9850,faystontc@madriver.com,M-Th 9-3:30; F 9-3,"866 North Fayston Rd
Fayston, VT 05660
(44.23176577900006, -72.80006023199996)"
135,Morristown,Lamoille,Town,5139,133.7,51.6,675,05661,http://www.morristownvt.org/,Morrisville,Mary Ann,Wilson,P.O. Box 748,Morrisville,VT,05661,43 Portland Street,Morrisville,VT,05661,802-888-6370,802-888-6375,mawilson@morristownvt.org,M T Th F 8:30-4:30; W 8:30-12:30,"43 Portland Street
Morrisville, VT 05661
(44.56234967000006, -72.59852959999995)"
121,Maidstone,Essex,Town,105,82.3,31.8,893,05905,http://www.maidstone-vt.org/,NULL,Susan,Irwin,P.O. Box 118,Guildhall,VT,05905,508 VT Route 102,Maidstone,VT,05905,802-676-3210,802-676-3210,maidstonetownclerk@gmail.com,M Th 9-12; and by appt.,"508 VT Route 102
Maidstone, VT 05905
(44.57760357700005, -71.55485725999995)"
205,Swanton,Franklin,Town,6203,159.7,61.7,155,05488,http://www.swantonvermont.org/,Swanton,Doris,Raleigh,P.O. Box 711,Swanton,VT,05488,1 Academy Street,Swanton,VT,05488,802-868-4421,802-868-4957,townclerk@swantonvermont.org,M-Th 7-5,"1 Academy Street
Swanton, VT 05488
(44.91732275900006, -73.12442295399995)"
50,Clarendon,Rutland,Town,2811,81.7,31.6,600,05759,http://www.clarendonvt.org,NULL,Joyce,Pedone,P.O. Box 30,Clarendon,VT,05759,279 Middle Rd,Clarendon,VT,05759,802-775-4274,802-775-4274,clarendonclerk@comcast.net,M-Th 10-4,"279 Middle Rd
Clarendon, VT 05759
(43.51756549900006, -72.97120656999994)"
182,Sheffield,Caledonia,Town,727,84.9,32.8,907,05866,http://sheffieldvt.org,NULL,William,St. Peter,P.O. Box 165,Sheffield,VT,05866,37 Dane Road,Sheffield,VT,05866,802-626-8862,802-626-0424,townclerk@sheffieldvt.org,M-W-F 9-3pm & W 5-8 pm,"37 Dane Road
Sheffield, VT 05866
(44.600242458000025, -72.11664764899996)"
87,Greensboro,Orleans,Town,770,102,39.4,1463,05841,http://www.greensborovt.org/,NULL,Bridget,Collier,P.O. Box 119,Greensboro,VT,05841,81 Lauredon Ave,Greensboro,VT,05841,802-533-2911,802-533-2191,brideyvt@yahoo.com,T-F 9-12 and 1-4:30,"81 Lauredon Ave
Greensboro, VT 05841
(44.57923636000004, -72.29503124499996)"
237,Westminster,Windham,Town,3210,119.4,46.1,314,05158,http://westminster.govoffice.com/,"North Westminster, Westminster",Doreen,Woodward,P.O. Box 147,Westminster,VT,05158,3651 US Route 5,Westminster,VT,05158,802-722-4091,802-722-9816,dwoodward@westminstervt.org,M-F 8:30-4,"3651 US Route 5
Westminster, VT 05158
(43.068661733000056, -72.45769195499997)"
194,St. Johnsbury,Caledonia,Town,7571,95.2,36.8,697,05819,http://www.stjtown.com/,NULL,Sandra,Grenier,"1187 Main Street, Suite 2",St Johnsbury,VT,05819,"1187 Main Street, Suite 2",St Johnsbury,VT,05819,802-748-4331,802-748-1265,townclerk@stjvt.com,M-F 8-5; May 15-Sept 15 M-F 7-4,"1187 Main Street, Suite 2
St Johnsbury, VT 05819
(44.41871198100006, -72.02098751799997)"
124,Marshfield,Washington,Town,1496,112.4,43.4,850,05658,http://www.town.marshfield.vt.us,Marshfield,Bobbi,Brimblecombe,"122 School Street, Room 1",Marshfield,VT,05658,"122 School Street, Room 1",Marshfield,VT,05658,802-426-3305,802-426-3045,clerk@town.marshfield.vt.us,T-F 8-12 and 12:30-4,"122 School Street, Room 1
Marshfield, VT 05658
(44.34900123600005, -72.35406494699998)"
178,Sandgate,Bennington,Town,353,109.3,42.2,766,05250,http://www.sandgatevermont.org/,NULL,Marjorie,Peff,3266 Sandgate Road,Sandgate,VT,05250,3266 Sandgate Road,Sandgate,VT,05250,802-375-9075,802-375-8350,sandgateclerk@live.com,M&W 9:30-12:30; and by appt.,"3266 Sandgate Road
Sandgate, VT 05250
(43.14817839700004, -73.19843747199997)"
207,Tinmouth,Rutland,Town,567,73.6,28.4,1263,05773,http://www.tinmouthvt.org/,NULL,Gail,Fallar,515 North End Road,Tinmouth,VT,05773,9 Mountain View Road,Tinmouth,VT,05773,802-446-2498,802-446-2498,tinmouthtown@vermontel.net,M Th 8-12 and 1-5; most Sat. 9-12,"9 Mountain View Road
Tinmouth, VT 05773
(43.448203774000035, -73.05046374599993)"
101,Hyde Park,Lamoille,Town,2847,101,39,671,05655,http://www.hydeparkvt.com,Hyde Park,Kimberly,Moulton,P.O. Box 98,Hyde Park,VT,05655,344 Vermont Route 15 W,Hyde Park,VT,05655,802-888-2300,802-888-6878,kim@hydeparkvt.com,M-F 8-4,"344 Vermont Route 15 W
Hyde Park, VT 05655
(44.59797772300004, -72.62332666299994)"
103,Irasburg,Orleans,Town,1077,105.1,40.6,814,05845,http://www.irasburgvt.com/,NULL,Danielle,Ingalls,P.O. Box 51,Irasburg,VT,05845,161 Route 58 East,Irasburg,VT,05845,802-754-2242,802-754-2242,irasburgtc@comcast.net,M-Th 9-3,"161 Route 58 East
Irasburg, VT 05845
(44.80329640700006, -72.27638386799998)"
181,Sharon,Windsor,Town,1411,103.8,40.1,500,05065,http://sharonvt.net/,NULL,Debra,St. Peter,P.O. Box 250,Sharon,VT,05065,69 VT Route 132,Sharon,VT,05605,802-763-8268 x101,802-763-7392,clerk@sharonvt.net,M-Th 7-4:30,"69 VT Route 132
Sharon, VT 05605
(43.78478891900005, -72.45365533599994)"
